Brand,Name,Price (₹),Rating,Specs,Category
realme,"realme 14x 5G (Jewel Red, 128 GB)",14999,"9,114 Ratings & 470 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Samsung,"Samsung Galaxy A55 5G (Awesome Navy, 128 GB)",26595,"1,670 Ratings & 143 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid-Range
Apple,"Apple iPhone 16 (Ultramarine, 128 GB)",74900,"19,106 Ratings & 793 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",Flagship
realme,"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",10999,"21,759 Ratings & 656 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Infinix,"Infinix GT 30 Pro 5G+ (Dark Flare, 256 GB)",24999,487 Ratings & 50 Reviews,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display108MP + 8MP | 13MP Front Camera5500 mAh BatteryDimensity 8350 Ultimate Processor1 Year Warranty for Handset and 6 Months Warranty for Accessories,Mid-Range
OnePlus,"OnePlus Nord CE4 (Dark Chrome, 128 GB)",21690,"23,036 Ratings & 1,302 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5500 mAh BatteryOxygenOS 14.0 ProcessorDomestic Warranty 1 Year For Handset And 6 month For Accessories.,Mid-Range
Apple,"Apple iPhone 16 (White, 128 GB)",74900,"19,106 Ratings & 793 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",Flagship
Apple,"Apple iPhone 16 (Teal, 128 GB)",74900,"19,106 Ratings & 793 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",Flagship
POCO,"POCO X7 5G (Glacier Green, 256 GB)",18999,"9,020 Ratings & 888 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid-Range
REDMI,"REDMI A5 (Just Black, 64 GB)",6499,"1,470 Ratings & 78 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,Budget
POCO,"POCO X7 Pro 5G (Obsidian Black, 256 GB)",23999,"7,072 Ratings & 1,059 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP | 20MP Front Camera6550 mAh BatteryDimensity D8400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid-Range
realme,"realme C63 5G Charger in the Box (Forest Green, 128 GB)",10999,"6,523 Ratings & 262 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Samsung,"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)",12999,"2,972 Ratings & 224 Reviews",6 GB RAM | 128 GB ROM16.91 cm (6.657 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Budget
POCO,"POCO M7 Pro 5G (Lavender Frost, 256 GB)",14999,"5,969 Ratings & 629 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Nokia,Nokia 105 Classic with Charger,1295,"5,435 Ratings & 350 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera800 mAh BatterySC6531E ProcessorNo Warranty on this Product,Budget
OnePlus,"OnePlus 13R 5G (Nebula Noir, 512 GB)",43278,712 Ratings & 52 Reviews,16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6000 mAh Battery1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase,Flagship
Infinix,"Infinix SMART 9 HD (Mint Green, 64 GB)",6699,"2,661 Ratings & 195 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G50 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Budget
Infinix,"Infinix SMART 9 HD (Coral Gold, 64 GB)",6699,"2,661 Ratings & 195 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G50 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Budget
realme,"realme C63 5G Charger in the Box (Forest Green, 128 GB)",10999,"21,759 Ratings & 656 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Nothing,"Nothing Phone (3a) Pro (Grey, 256 GB)",31999,"4,709 Ratings & 484 Reviews",8 GB RAM | 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,Flagship
realme,"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",10999,"6,523 Ratings & 262 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
realme,"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",12999,"3,783 Ratings & 123 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
hmd,hmd 105 Dual Sim,1142,"1,684 Ratings & 147 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) Display1000 mAh BatterySC6531E Processor1 Year Replacement.,Budget
Kechaoda,Kechaoda K113,1299,578 Ratings & 41 Reviews,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera3000 mAh Battery1 Year Manufacturer Warranty,Budget
Tecno,"Tecno Pova 6 Neo 5G (Azure Sky, 128 GB)",9499,"1,942 Ratings & 119 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display108MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,Budget
Apple,"Apple iPhone 16 Pro (Black Titanium, 128 GB)",112900,"2,148 Ratings & 116 Reviews","128 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",Flagship
CMF,"CMF by Nothing Phone 2 Pro (White, 128 GB)",18999,"10,226 Ratings & 965 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,Mid-Range
realme,"realme 14 Pro+ 5G (Bikaner Purple, 256 GB)",31999,"9,511 Ratings & 1,345 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Flagship
IQOO,"IQOO Z10 5G (Glacier Silver / Silver, 256 GB)",25998,315 Ratings & 29 Reviews,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera7300 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid-Range
vivo,"vivo T3 Pro 5G (Sandstone Orange, 256 GB)",24999,"80,347 Ratings & 5,141 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid-Range
Tecno,"Tecno Pova 6 Neo 5G (Azure Sky, 256 GB)",13999,282 Ratings & 20 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display108MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,Budget
Tecno,"Tecno Pova 6 Neo 5G (Midnight Shadow, 256 GB)",13999,282 Ratings & 20 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display108MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,Budget
Tecno,"Tecno Pova 6 Neo 5G (Aurora Cloud, 256 GB)",13999,282 Ratings & 20 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display108MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,Budget
CMF,"CMF by Nothing Phone 2 Pro (Orange, 128 GB)",18999,"10,226 Ratings & 965 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,Mid-Range
realme,"realme 14x 5G (Crystal Black, 128 GB)",15999,"5,206 Ratings & 286 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
realme,"realme 14x 5G (Golden Glow, 128 GB)",14999,"9,114 Ratings & 470 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Samsung,"Samsung Galaxy S24 Ultra 5G (Titanium Black, 256 GB)",83438,"3,142 Ratings & 314 Reviews",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 50MP + 12MP + 10MP | 12MP Front Camera5000 mAh BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Flagship
Samsung,"Samsung Galaxy S24 5G (Marble Gray, 128 GB)",46999,"5,292 Ratings & 335 Reviews",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Flagship
realme,"realme C63 5G Charger in the Box (Forest Green, 128 GB)",12999,"3,783 Ratings & 123 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
REDMI,"REDMI A4 (Sparkle Purple, 128 GB)",9477,"6,002 Ratings & 303 Reviews",4 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,Budget
POCO,"POCO M7 5G (Satin Black, 128 GB)",10499,"3,801 Ratings & 243 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Nokia,Nokia 105 Classic without Charger,984,"4,076 Ratings & 182 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera800 mAh BatterySC6531E Processor1 Month Company Domestic Warranty by Company Authorized Service Center.,Budget
Samsung,Samsung Guru Music 2,999,"1,918 Ratings & 126 Reviews",10 MB RAM | 10 MB ROM5.08 cm (2 inch) Display1100 mAh Battery1 year seller domestic warranty,Budget
Samsung,Samsung Guru Music 2,1100,"1,918 Ratings & 126 Reviews",10 MB RAM | 10 MB ROM5.08 cm (2 inch) Display1100 mAh Battery1 year seller domestic warranty,Budget
LAVA,LAVA Hero Shakti 2025,949,16 Ratings & 0 Reviews,4 MB RAM | 32 GB ROM4.57 cm (1.8 inch) Display800 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,Budget
realme,"realme P1 Speed 5G (Textured Titanium, 128 GB)",14999,"2,421 Ratings & 260 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
realme,"realme P3 Ultra 5G (Orion Red, 256 GB)",25999,"3,984 Ratings & 531 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
realme,"realme 14 Pro+ 5G (Suede Grey, 256 GB)",34999,"5,472 Ratings & 681 Reviews",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Flagship
Samsung,"Samsung Galaxy M35 5G (DayBreak Blue, 256 GB)",18765,"2,684 Ratings & 190 Reviews",8 GB RAM | 256 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,Mid-Range
IQOO,"IQOO Neo 10R 5G (MoonKnight Titanium, 256 GB)",31798,239 Ratings & 22 Reviews,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Flagship
KARBONN,KARBONN K9,1353,392 Ratings & 21 Reviews,52 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display2MP + 0MP | 2MP Front Camera1800 mAh Battery1 Year Manufacturer Warranty,Budget
realme,"realme 14T 5G (Surf Green, 128 GB)",17999,586 Ratings & 71 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
realme,"realme P3 Pro 5G (Saturn Brown, 256 GB)",23999,"1,169 Ratings & 113 Reviews",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP | 16MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
POCO,"POCO X7 5G (Cosmic Silver, 256 GB)",18999,"9,020 Ratings & 888 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid-Range
Samsung,Samsung Metro 313,1100,"8,313 Ratings & 652 Reviews",4 MB RAM | 32 MB ROM5.16 cm (2.03 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Warranty,Budget
realme,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",23999,"3,984 Ratings & 531 Reviews",8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
OnePlus,"OnePlus Nord CE4 (Celadon Marble, 128 GB)",21956,"23,036 Ratings & 1,302 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5500 mAh BatteryOxygenOS 14.0 ProcessorDomestic Warranty 1 Year For Handset And 6 month For Accessories.,Mid-Range
realme,"realme 14 Pro+ 5G (Suede Grey, 256 GB)",31999,"9,511 Ratings & 1,345 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Flagship
realme,"realme 14 Pro+ 5G (Pearl White, 256 GB)",31999,"9,511 Ratings & 1,345 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Flagship
IQOO,"IQOO Neo 10R 5G (MoonKnight Titanium, 256 GB)",28895,517 Ratings & 42 Reviews,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid-Range
CMF,"CMF by Nothing Phone 2 Pro (Black, 128 GB)",18999,"10,226 Ratings & 965 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,Mid-Range
CMF,"CMF by Nothing Phone 2 Pro (Light Green, 256 GB)",20999,"10,226 Ratings & 965 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,Mid-Range
CMF,"CMF by Nothing Phone 2 Pro (Light Green, 128 GB)",18999,"10,226 Ratings & 965 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,Mid-Range
Nothing,"Nothing Phone (3a) Pro (Grey, 256 GB)",33999,"2,173 Ratings & 174 Reviews",12 GB RAM | 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,Flagship
MOTOROLA,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)",33999,"3,779 Ratings & 418 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Flagship
MOTOROLA,"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",21999,"36,440 Ratings & 2,752 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 13MP + 10MP | 32MP Front Camera5000 mAh BatterySnapdragon 7 Gen 1 Accelerated Edition Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid-Range
Apple,"Apple iPhone 16 Plus (Black, 256 GB)",94900,"2,700 Ratings & 161 Reviews","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",Flagship
realme,"realme GT 6 (Fluid Silver, 256 GB)",27999,"2,436 Ratings & 239 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
Tecno,"Tecno Pova Curve 5G (Neon Cyan, 128 GB)",16999,392 Ratings & 76 Reviews,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP Rear Camera | 13MP Front Camera5500 mAh BatteryDimensity 7300 Ultimate Processor1 Year Manufacturer Warranty for Handset,Mid-Range
Apple,"Apple iPhone 16 (White, 256 GB)",84900,"19,106 Ratings & 793 Reviews","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",Flagship
MOTOROLA,"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 256 GB)",29999,"7,872 Ratings & 811 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid-Range
IQOO,"IQOO Z10 5G (Stellar Black / Black, 256 GB)",23820,"1,148 Ratings & 76 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera7300 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid-Range
realme,"realme GT 6 (Razor Green, 512 GB)",32999,"5,130 Ratings & 582 Reviews",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Flagship
realme,"realme GT 6 (Razor Green, 256 GB)",27999,"3,256 Ratings & 355 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
realme,"realme GT 6 (Razor Green, 256 GB)",28999,"2,436 Ratings & 239 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
realme,"realme GT 6 (Fluid Silver, 256 GB)",27999,"3,256 Ratings & 355 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
realme,"realme 14 Pro+ 5G (Suede Grey, 512 GB)",37999,"5,472 Ratings & 681 Reviews",12 GB RAM | 512 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Flagship
